User_ID,App,Age,Daily_Minutes_Spent,Posts_Per_Day,Likes_Per_Day,Follows_Per_Day
U_709,Pinterest,63,306,19,65,9
U_710,Pinterest,52,401,13,38,21
U_711,Twitter,23,331,10,154,9
U_712,TikTok,35,126,0,26,36
U_713,Instagram,23,288,3,110,8
U_714,LinkedIn,64,188,10,142,1
U_715,LinkedIn,42,338,12,192,46
U_716,Pinterest,23,466,19,142,43
U_717,Instagram,27,26,7,179,11
U_718,Pinterest,47,313,4,20,22
U_719,TikTok,62,39,5,184,2
U_720,Snapchat,23,14,20,98,33
U_721,Snapchat,50,317,4,37,29
U_722,Instagram,23,213,15,25,26
U_723,LinkedIn,35,417,12,191,9
U_724,Facebook,49,222,6,132,47
U_725,Snapchat,64,186,8,96,1
U_726,Instagram,28,313,8,195,40
U_727,Snapchat,38,447,9,48,46
U_728,TikTok,43,5,4,70,45
U_729,Twitter,42,391,10,21,39
U_730,Instagram,39,242,3,111,39
U_731,Twitter,44,487,8,14,14
U_732,Facebook,30,490,12,106,17
U_733,Pinterest,50,27,17,139,13
U_734,TikTok,51,391,15,67,36
U_735,Facebook,58,99,3,106,22
U_736,Pinterest,52,386,8,111,20
U_737,Snapchat,23,359,17,168,10
U_738,Instagram,38,362,9,138,24
U_739,Facebook,23,368,5,100,5
U_740,Twitter,45,239,10,82,13
U_741,Snapchat,34,87,3,23,41
U_742,Twitter,23,13,13,134,47
U_743,TikTok,48,353,19,120,5
U_744,Snapchat,24,369,7,121,7
U_745,Instagram,55,105,9,99,18
U_746,TikTok,24,40,14,63,4
U_747,Instagram,40,33,5,104,36
U_748,Pinterest,54,372,3,155,25
U_749,Snapchat,54,12,7,124,9
U_750,Instagram,27,421,14,95,42
U_751,Facebook,27,130,20,33,9
U_752,Twitter,36,74,3,158,2
U_753,Facebook,34,323,7,166,31
U_754,Snapchat,38,388,20,121,50
U_755,Facebook,31,192,16,18,21
U_756,LinkedIn,24,218,20,174,31
U_757,Instagram,63,449,12,1,30
U_758,Instagram,24,496,3,157,9
U_759,LinkedIn,62,99,1,91,18
U_760,Twitter,30,408,15,97,30
U_761,Instagram,24,10,4,129,36
U_762,Facebook,24,154,17,2,50
U_763,Twitter,57,300,15,115,30
U_764,Snapchat,49,117,0,94,12
U_765,Snapchat,51,301,3,15,9
U_766,Snapchat,45,246,13,182,28
U_767,Instagram,48,68,10,135,35
U_768,Snapchat,24,393,16,1,35
U_769,Instagram,56,331,15,107,15
U_770,Facebook,43,176,10,56,6
U_771,Instagram,51,457,7,73,15
U_772,Twitter,24,81,14,199,16
U_773,Facebook,29,332,7,81,17
U_774,Twitter,24,385,9,10,25
U_775,TikTok,61,337,16,48,42
U_776,LinkedIn,24,328,15,89,29
U_777,Twitter,47,101,6,132,10
U_778,Facebook,47,176,6,121,2
U_779,LinkedIn,34,468,12,53,47
U_780,LinkedIn,64,388,9,61,20
U_781,Twitter,40,451,20,67,7
U_782,Twitter,32,6,16,151,22
U_783,LinkedIn,54,374,20,36,26
U_784,Pinterest,38,84,19,28,31
U_785,Facebook,31,129,6,144,9
U_786,TikTok,24,192,4,160,44
U_787,Twitter,28,282,18,165,35
U_788,Pinterest,56,400,19,195,22
U_789,LinkedIn,55,67,10,162,36
U_790,LinkedIn,51,183,16,50,8
U_791,Facebook,55,413,2,30,40
U_792,LinkedIn,51,303,2,120,9
U_793,LinkedIn,35,94,0,16,19
U_794,Pinterest,47,492,3,184,50
U_795,Snapchat,32,442,7,118,32
U_796,Pinterest,44,83,9,104,15
U_797,Twitter,51,279,18,175,7
U_798,LinkedIn,55,84,16,144,33
U_799,LinkedIn,50,285,5,114,38
U_800,LinkedIn,41,254,14,140,8
U_801,TikTok,32,193,14,168,19
U_802,TikTok,47,354,16,11,0
U_803,Snapchat,59,449,20,51,45
U_804,Twitter,34,63,5,181,15
U_805,LinkedIn,24,314,13,118,37
U_806,Instagram,46,475,5,63,10
U_807,TikTok,24,435,3,15,5
U_808,LinkedIn,27,220,3,106,50
U_809,Pinterest,34,273,1,145,19
U_810,Instagram,27,204,20,36,3
U_811,Pinterest,34,157,18,112,23
U_812,TikTok,37,101,12,163,10
U_813,TikTok,41,292,1,17,26
U_814,TikTok,24,317,14,102,2
U_815,Instagram,51,47,11,87,37
U_816,Facebook,25,330,19,138,45
U_817,Twitter,25,311,17,9,46
U_818,Instagram,30,196,16,92,25
U_819,TikTok,60,56,7,61,24
U_820,Instagram,60,405,18,117,29
U_821,Instagram,28,91,20,95,45
U_822,Twitter,64,331,11,75,17
U_823,Pinterest,40,101,14,76,34
U_824,TikTok,33,238,11,158,6
U_825,LinkedIn,48,99,12,85,18
U_826,Snapchat,28,169,20,17,50
U_827,Instagram,33,266,4,100,43
U_828,Instagram,25,398,3,12,7
U_829,Twitter,25,491,8,34,10
U_830,Snapchat,57,304,20,1,4
U_831,Twitter,25,431,7,41,46
U_832,Instagram,42,109,8,89,4
U_833,Twitter,25,127,17,50,9
U_834,LinkedIn,49,426,5,21,2
U_835,Pinterest,25,257,18,30,18
U_836,LinkedIn,44,43,12,86,38
U_837,Twitter,46,226,17,76,5
U_838,Snapchat,49,363,11,3,50
U_839,LinkedIn,36,33,18,178,2
U_840,Twitter,38,45,8,69,7
U_841,Twitter,25,336,17,123,22
U_842,TikTok,35,405,14,151,20
U_843,Twitter,45,371,6,11,3
U_844,Pinterest,59,414,8,23,7
U_845,TikTok,39,498,12,6,11
U_846,TikTok,38,201,0,123,19
U_847,Instagram,25,339,19,43,4
U_848,Snapchat,25,125,7,128,20
U_849,Facebook,25,457,2,131,32
U_850,Facebook,58,171,19,66,5
U_851,Twitter,29,339,14,160,27
U_852,LinkedIn,43,130,10,22,46
U_853,Twitter,63,142,11,163,37
U_854,Twitter,51,32,12,7,18
U_855,Facebook,31,474,1,82,35
U_856,Twitter,43,104,5,46,4
U_857,Pinterest,62,426,2,34,38
U_858,Facebook,44,56,15,154,32
U_859,Facebook,25,300,7,78,44
U_860,Snapchat,43,423,14,116,44
U_861,Pinterest,64,53,14,191,25
U_862,TikTok,39,483,3,159,26
U_863,Pinterest,64,246,17,98,35
U_864,Twitter,47,48,13,6,20
U_865,TikTok,60,325,3,84,22
U_866,Pinterest,34,483,16,27,10
U_867,Twitter,43,366,0,13,26
U_868,Pinterest,53,40,2,69,5
U_869,Pinterest,25,47,13,97,9
U_870,LinkedIn,25,115,10,97,49
U_871,Instagram,52,265,10,28,0
U_872,Instagram,32,6,9,66,30
U_873,LinkedIn,64,197,0,133,42
U_874,Snapchat,39,97,4,14,28
U_875,TikTok,31,263,11,193,20
U_876,Snapchat,43,285,9,195,13
U_877,Snapchat,45,148,17,169,49
U_878,TikTok,40,445,7,150,37
U_879,Twitter,31,238,5,4,15
U_880,TikTok,41,123,18,75,45
U_881,Snapchat,25,261,4,15,16
U_882,Instagram,62,389,8,171,4
U_883,TikTok,43,232,10,199,23
U_884,TikTok,31,167,2,27,41
U_885,TikTok,25,11,9,44,39
U_886,Snapchat,25,315,13,128,9
U_887,Snapchat,64,447,14,172,21
U_888,Instagram,40,423,13,92,45
U_889,Snapchat,63,399,11,50,35
U_890,LinkedIn,60,442,6,179,6
U_891,Instagram,64,417,10,87,20
U_892,Facebook,62,80,8,85,34
U_893,TikTok,35,39,15,173,37
U_894,Instagram,55,111,17,161,12
U_895,Pinterest,52,468,8,17,9
U_896,TikTok,32,76,10,10,4
U_897,Twitter,42,241,8,74,46
U_898,Pinterest,54,103,13,132,29
U_899,Snapchat,45,305,16,19,13
U_900,Snapchat,27,357,10,195,3
U_901,Instagram,56,457,8,189,42
U_902,TikTok,34,51,3,102,5
U_903,TikTok,56,157,4,8,22
U_904,Twitter,39,405,20,10,0
U_905,TikTok,43,61,14,52,23
U_906,Snapchat,61,433,3,88,49
U_907,Snapchat,42,101,2,157,19
U_908,TikTok,34,26,7,50,23
U_909,Snapchat,30,447,7,57,33
U_910,LinkedIn,37,12,12,6,42
U_911,Pinterest,42,223,12,26,20
U_912,Twitter,25,58,13,111,36
U_913,Instagram,27,107,16,184,39
U_914,Snapchat,25,448,9,41,27
U_915,Snapchat,58,465,14,123,1
U_916,TikTok,62,61,1,163,39
U_917,Facebook,35,76,5,185,16
U_918,Twitter,64,207,16,199,7
U_919,Snapchat,53,408,16,150,30
U_920,Instagram,64,175,4,78,34
U_921,Facebook,39,159,14,181,12
U_922,TikTok,51,61,19,130,45
U_923,TikTok,64,311,5,184,15
U_924,Twitter,25,292,16,116,10
U_925,Twitter,57,201,8,189,49
U_926,Facebook,61,153,0,182,20
U_927,Pinterest,36,89,19,164,2
U_928,Instagram,59,412,7,13,47
U_929,Snapchat,58,312,1,57,22
U_930,Facebook,54,88,1,181,5
U_931,Facebook,25,272,11,93,43
U_932,Facebook,43,128,11,194,5
U_933,Instagram,51,453,16,169,2
U_934,TikTok,62,481,5,181,41
U_935,TikTok,25,357,11,157,46
U_936,Twitter,54,149,16,65,5
U_937,Snapchat,50,141,5,94,42
U_938,Facebook,39,8,11,151,47
U_939,Snapchat,38,376,18,8,46
U_940,Pinterest,25,351,5,70,4
U_941,Snapchat,26,231,20,196,29
U_942,Pinterest,26,40,6,139,32
U_943,Snapchat,47,242,19,9,46
U_944,Twitter,28,404,20,41,5
U_945,LinkedIn,47,347,9,3,34
U_946,Facebook,48,87,6,28,42
U_947,Facebook,41,96,8,40,32
U_948,Twitter,26,431,13,64,6
U_949,Instagram,26,109,9,96,9
U_950,Instagram,48,406,19,99,37
U_951,Snapchat,57,408,3,16,32
U_952,Instagram,54,81,2,76,24
U_953,Snapchat,53,303,19,113,34
U_954,Facebook,41,37,6,56,44
U_955,Snapchat,48,105,14,6,5
U_956,Instagram,26,473,14,23,31
U_957,Twitter,26,181,3,112,43
U_958,Pinterest,37,120,3,10,17
U_959,Pinterest,45,47,2,70,29
U_960,TikTok,28,493,2,174,24
U_961,TikTok,26,89,19,105,48
U_962,LinkedIn,32,341,19,96,39
U_963,TikTok,26,186,20,66,15
U_964,Facebook,47,475,20,79,50
U_965,LinkedIn,55,71,16,47,48
U_966,Twitter,26,444,10,44,40
U_967,LinkedIn,32,395,14,117,48
U_968,TikTok,28,28,8,130,8
U_969,Snapchat,26,451,3,39,34
U_970,Facebook,43,87,19,118,5
U_971,Snapchat,62,376,12,93,50
U_972,Twitter,61,267,5,160,34
U_973,Instagram,26,293,0,167,40
U_974,TikTok,26,320,2,39,17
U_975,Facebook,43,241,1,60,4
U_976,Instagram,26,423,16,74,30
U_977,Pinterest,36,97,5,91,36
U_978,LinkedIn,37,495,16,82,15
U_979,Twitter,50,135,15,146,14
U_980,Facebook,37,348,0,145,34
U_981,Instagram,29,311,14,102,43
U_982,Snapchat,64,135,15,28,42
U_983,LinkedIn,26,420,17,31,23
U_984,Facebook,43,485,2,187,0
U_985,Twitter,31,143,16,17,16
U_986,Facebook,55,231,0,19,8
U_987,Instagram,54,495,12,136,43
U_988,Pinterest,28,404,8,41,50
U_989,Twitter,53,166,14,86,42
U_990,TikTok,30,395,9,1,17
U_991,Snapchat,60,93,5,107,1
U_992,Pinterest,26,368,3,40,40
U_993,LinkedIn,50,72,17,110,24
U_994,LinkedIn,26,144,6,89,30
U_995,Twitter,27,464,2,149,43
U_996,LinkedIn,26,479,4,72,15
U_997,Instagram,40,499,14,110,49
U_998,Facebook,27,318,6,105,9
U_999,TikTok,61,305,15,151,6
U_1000,Pinterest,26,115,17,81,39
